Scheme Name,Net Asset Value 
HDFC NIFTY 100 ETF - Growth Option,182.904 
HDFC NIFTY 50 Exchange Traded Fund - Growth Plan,198.4875 
HDFC NIFTY Banking Exchange Traded Fund - GROWTH,442.7425 
HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option,91.1208 
HDFC NIFTY IT ETF - Growth option,282.9198 
HDFC NIFTY Midcap 150 ETF - Growth Option,122.9092 
HDFC NIFTY NEXT 50 ETF - Growth Option,411.7392 
HDFC NIFTY Private Bank ETF - Growth Option,223.0389 
HDFC NIFTY Smallcap 250 ETF - Growth Option,96.7798 
HDFC NIFTY100 Low Volatility 30 ETF - Growth Option,136.9129 
HDFC NIFTY100 QUALITY 30 ETF - Growth Option,40.9119 
HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option,198.69 
HDFC NIFTY 50 VALUE 20 ETF - Growth Option,94.8858 
HDFC S&P BSE 500 ETF - Growth Option,24.6207 
HDFC S&P BSE Sensex Exchange Traded Fund - Growth Plan,675.7479 
HDFC Silver ETF - Growth Option,70.1816 
BHARAT 22 ETF,63.1667 
ICICI Prudential Nifty 10 yr Benchmark G-sec ETF,216.4001 
ICICI Prudential Nifty 100 ETF,198.5127 
ICICI Prudential Nifty 100 Low Volatility 30 ETF,147.5563 
ICICI Prudential Nifty 200 Momentum 30 ETF,20.0773 
ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,52.4643 
ICICI Prudential Nifty 50 ETF,199.4492 
ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,182.9031 
ICICI Prudential Nifty Auto ETF,140.0693 
ICICI Prudential Nifty Bank ETF,44.1161 
ICICI Prudential Nifty Commodities ETF,58.0863 
ICICI Prudential Nifty Financial Services Ex-BaNk ETF,17.4081 
ICICI Prudential Nifty FMCG ETF,508.0357 
ICICI Prudential Nifty Healthcare ETF,80.5607 
ICICI Prudential Nifty India Consumption ETF,78.5567 
ICICI Prudential Nifty Infrastructure ETF,55.0217 
ICICI Prudential Nifty IT ETF,29.3816 
ICICI Prudential Nifty Midcap 150 ETF,125.2054 
ICICI Prudential Nifty Next 50 ETF,42.3460 
ICICI Prudential Nifty Private Bank ETF,221.0511 
ICICI Prudential Nifty PSU Bank ETF,40.4692 
ICICI Prudential Nifty50 Value 20 ETF,103.0781 
ICICI Prudential S&P BSE 500 ETF,25.9233 
ICICI Prudential S&P BSE Liquid Rate ETF,1000.0000 
ICICI Prudential S&P BSE Midcap Select ETF,101.5769 
ICICI Prudential S&P BSE Sensex ETF,684.2198 
ICICI PRUDENTIAL SILVER ETF,73.6737 
Indiabulls Nifty50 Exchange Traded Fund,191.9097 
Invesco India Nifty 50 Exchange Traded Fund,2023.2303 
Kotak Nifty 100 Low Volatility 30 ETF,13.9144 
Kotak Nifty 1D Rate Liquid ETF,1000 
Kotak Nifty 50 ETF,195.5203 
Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option,105.0526 
Kotak Nifty Alpha 50 ETF,27.4229 
Kotak Nifty Bank ETF,446.459 
Kotak Nifty India Consumption ETF,77.7294 
Kotak Nifty IT ETF,29.2387 
Kotak Nifty Midcap 50 ETF,93.3012 
Kotak Nifty MNC ETF,20.6473 
Kotak Nifty PSU Bank ETF,401.3714 
Kotak S&P BSE Sensex ETF,65.7197 
Kotak Silver ETF,71.7875 
LIC MF Nifty 100 ETF,193.8581 
LIC MF Nifty 50 ETF,198.0511 
LIC MF Nifty 8-13 yr G-Sec ETF,23.7895 
LIC MF S & P BSE Sensex ETF,674.4886 
Mirae Asset Hang Seng TECH ETF,13.8005 
Mirae Asset ESG Sector Leaders ETF,29.6158 
Mirae Asset Nifty 100 Low Volatility 30 ETF,136.9843 
Mirae Asset Nifty 50 ETF (MAN50ETF),191.5627 
Mirae Asset Nifty 8-13 yr Gsec ETF,24.4707 
Mirae Asset Nifty Financial Services ETF,19.6640 
Mirae Asset Nifty India Manufacturing ETF,85.8280 
Mirae Asset Nifty Midcap 150 ETF Regular Growth Option,12.3472 
Mirae Asset Nifty Next 50 ETF (MANxt50ETF),414.3301 
Mirae Asset NYSE FANG + ETF,52.4783 
Mirae Asset S&P 500 Top 50 ETF,29.3999 
Motilal Oswal Nasdaq 100 ETF (MOFN100),107.7780 
Motilal Oswal Nasdaq Q50 ETF,52.5197 
Motilal Oswal Nifty 200 Momentum 30 ETF,39.9134 
Motilal Oswal Nifty 5 year Benchmark G-sec ETF,52.0881 
Motilal Oswal Nifty 50 ETF,184.3744 
Motilal Oswal Nifty Midcap 100 ETF,34.7516 
Motilal Oswal SP BSE Enhanced Value ETF,51.3439 
Motilal Oswal S&P BSE Healthcare ETF,23.2134 
Motilal Oswal S&P BSE Low Volatility ETF,25.4889 
Motilal Oswal S&P BSE Quality ETF,124.7816 
CPSE ETF,42.9829 
Nippon India ETF Hang Seng BeES,282.4280 
Nippon India ETF Nifty 100,188.9114 
Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option,1000.0000 
Nippon India ETF Nifty 5 yr Benchmark G-Sec,52.2640 
Nippon India ETF Nifty 50 BeES,200.5538 
Nippon India ETF Nifty 50 Shariah BeES,397.6982 
Nippon India ETF Nifty 50 Value 20,105.8985 
Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,24.1468 
Nippon India ETF Nifty Bank BeES,445.5016 
Nippon India ETF Nifty CPSE Bond Plus SDL Sep2024 50:50,113.2733 
Nippon India ETF Nifty Dividend Opportunities 50,50.6974 
Nippon India ETF Nifty India Consumption,84.7703 
Nippon India ETF Nifty Infrastructure BeES,561.0104 
Nippon India ETF Nifty IT,29.4412 
Nippon India ETF Nifty Midcap 150,125.4156 
Nippon India ETF Nifty Next 50 Junior BeES,434.3543 
Nippon India ETF Nifty PSU Bank BeES,44.7927 
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,112.9983 
Nippon India ETF S&P BSE Sensex,684.3185 
Nippon India ETF S&P BSE Sensex Next 50,51.7783 
Nippon India Nifty Auto ETF,140.1442 
Nippon India Nifty Pharma ETF,12.5990 
Nippon India Silver ETF,71.1927 
Quantum Nifty 50 ETF,1941.5569 
SBI Nifty 10 yr Benchmark G-Sec ETF,216.4543 
SBI Nifty 200 Quality 30 ETF,158.3382 
SBI Nifty 50 ETF,189.6243 
SBI Nifty Bank ETF,441.8205 
SBI Nifty Consumption ETF,78.4301 
SBI Nifty IT ETF,293.9385 
SBI Nifty Next 50 ETF,429.9206 
SBI Nifty Private Bank ETF,223.5806 
SBI S&P BSE 100 ETF,199.3920 
SBI S&P BSE SENSEX ETF,664.1535 
SBI S&P BSE Sensex Next 50 ETF,528.1367 
Tata Nifty 50 Exchange Traded Fund,192.0490 
Tata Nifty India Digital Exchange Traded Fund,54.9363 
Tata Nifty Private Bank Exchange Traded Fund,226.4206 
UTI Nifty Next 50 Exchange Traded Fund,43.2488 
UTI - S&P BSE Sensex Next 50 Exchange Traded Fund,52.5834 
UTI Nifty 50 ETF,1951.9411 
UTI Nifty Bank ETF,44.4138 
UTI S&P BSE Sensex ETF,660.012 
UTI Silver Exchange Traded Fund,72.8057 
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH,14.87 
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH,13.76 
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Direct - IDCW,14.86 
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW,13.77 
Axis Children's Gift Fund - Lock in - Direct Growth,21.8328 
Axis Children's Gift Fund - Lock in - Direct Plan - IDCW,21.8143 
Axis Children's Gift Fund - Lock in - Regular Growth,19.6945 
Axis Children's Gift Fund - Lock in - Regular Plan - IDCW,19.7052 
Axis Children's Gift Fund - No Lock in - Direct Growth,22.1616 
Axis Children's Gift Fund - No Lock in - Direct Plan - IDCW,21.8434 
Axis Children's Gift Fund - No Lock in - Regular Plan - Growth,19.6920 
Axis Children's Gift Fund - No Lock in - Regular Plan - IDCW,19.6888 
HDFC Children Gift Fund-Savings,44.0722 
HDFC Childrens Gift Fund - Direct Plan,229.066 
HDFC Childrens Gift Fund - Growth Plan,210.296 
HDFC Childrens Gift Fund Savings Plan-Direct Plan,45.8807 
ICICI Prudential Child Care Fund (Gift Plan) - Cumulative,206.35 
ICICI Prudential Child Care Fund (Gift Plan) - Direct Plan - Cumulative,223.21 
LIC MF Children's Gift Fund-Direct Plan-Growth,26.458 
LIC MF Children's Gift Fund-Regular Plan-Growth,24.1465 
SBI Magnum Children's Benefit Fund - Investment Plan - Direct Plan - Growth,25.5745 
SBI Magnum Children's Benefit Fund - Investment Plan - Regular Plan - Growth,24.6323 
SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH,88.1443 
SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH,81.4783 
Tata Young Citizens' Fund -Regular Plan-Growth Option,43.4561 
Tata Young Citizens' Fund-Direct Plan-Growth Option,47.8232 
UTI CCF Saving Plan - Direct Plan,32.3517 
UTI CCF Saving Plan - Regular Plan,31.7814 
UTI CCF Investment Plan - Direct Plan - Growth Option,64.1308 
UTI CCF Investment Plan - Direct Plan - IDCW,64.2416 
UTI CCF Investment Plan - Regular Plan - Growth Option,59.1069 
UTI CCF Investment Plan - Regular Plan - IDCW,59.1105 
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct - Payout of IDCW,14.2 
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct Growth,14.21 
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW,13.252 
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth,13.258 
Aditya Birla Sun Life Retirement Fund-The 40s Plan- Direct - Payout of IDCW,13.964 
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth,13.966 
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW,13.088 
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth,13.088 
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Direct - Payout of IDCW,12.6178 
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Regular - Payout of IDCW,11.897 
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth,12.6181 
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth,11.898 
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Direct - Payout of IDCW,12.398 
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Regular - Payout of IDCW,11.7137 
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth,12.3981 
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth,11.7129 
Axis Retirement Savings Fund - Aggressive Plan - Direct Growth,13.49 
Axis Retirement Savings Fund - Aggressive Plan - Direct Plan - IDCW,13.46 
Axis Retirement Savings Fund - Aggressive Plan - Regular Growth,12.74 
Axis Retirement Savings Fund - Aggressive Plan - Regular Plan - IDCW,12.74 
Axis Retirement Savings Fund - Conservative Plan - Direct Growth,13.2921 
Axis Retirement Savings Fund - Conservative Plan - Direct Plan - IDCW,13.1755 
Axis Retirement Savings Fund - Conservative Plan - Regular Growth,12.5340 
Axis Retirement Savings Fund - Conservative Plan - Regular Plan - IDCW,12.5332 
Axis Retirement Savings Fund - Dynamic Plan - Direct Growth,14.17 
Axis Retirement Savings Fund - Dynamic Plan - Direct Plan - IDCW,14.02 
Axis Retirement Savings Fund - Dynamic Plan - Regular Growth,13.32 
Axis Retirement Savings Fund - Dynamic Plan - Regular Plan - IDCW,13.32 
Franklin India  PENSION PLAN - Direct - Growth,180.7634 
Franklin India Pension Plan - Direct - IDCW ,17.8238 
Franklin India Pension Plan - IDCW ,16.1390 
Franklin India Pension Plan-Growth,167.7218 
HDFC Retirement Savings Fund - Equity Plan - Growth Option,33.386 
HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan,36.926 
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option,17.7219 
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan,19.5085 
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option,27.69 
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan,30.646 
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option,16.64 
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - IDCW Option,16.64 
ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option,15.54 
ICICI Prudential Retirement Fund - Hybrid Aggressive - IDCW Option,15.54 
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option,14.1826 
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - IDCW Option,14.1824 
ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option,13.3392 
ICICI Prudential Retirement Fund - Hybrid Conservative - IDCW Option,13.3392 
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option,13.8728 
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - IDCW Option,13.8727 
ICICI Prudential Retirement Fund - Pure Debt - Growth Option,13.0506 
ICICI Prudential Retirement Fund - Pure Debt - IDCW Option,13.0508 
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - Growth Option,19.32 
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - IDCW Option,19.31 
ICICI Prudential Retirement Fund - Pure Equity - Growth Option,18.06 
ICICI Prudential Retirement Fund - Pure Equity - IDCW Option,18.06 
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - Direct Plan - IDCW Option,18.5676 
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option,16.6908 
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option,18.5676 
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option,18.5676 
Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option,16.6885 
Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option,16.6885 
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - Direct Plan - IDCW Option,17.6263 
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - IDCW Option,15.8002 
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option,20.2072 
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option,20.2072 
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option,18.3163 
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option,18.3163 
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Growth,14.2849 
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),14.2866 
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Growth,13.8749 
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),13.8748 
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Growth,14.9924 
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),14.9843 
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Growth,14.5133 
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),14.5139 
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Growth,12.6144 
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.6131 
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Growth,12.4120 
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.4137 
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Growth,11.9512 
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),11.9495 
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Growth,11.8088 
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),11.8086 
Tata Retirement Savings Fund- Conservative Plan-Direct Plan-Growth Option,29.3454 
Tata Retirement Savings Fund- Conservative Plan-Regular Plan-Growth Option,25.7123 
Tata Retirement Savings Fund- Moderate Plan -Direct Plan-Growth Option,50.9318 
Tata Retirement Savings Fund- Moderate Plan-Regular Plan-Growth Option,44.0950 
Tata Retirement Savings Fund - Progressive Plan -Regular Plan-Growth Option,43.1740 
Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,50.7886 
Union Retirement Fund - Direct Plan - Growth Option,10.28 
Union Retirement Fund - Direct Plan - IDCW Option,10.28 
Union Retirement Fund - Regular Plan - Growth Option,10.16 
Union Retirement Fund - Regular Plan - IDCW Option,10.16 
UTI - Retirement Benefit Pension Fund - Regular Plan,37.3091 
UTI - Retirement Benefit Pension Fund- Direct,39.7063 
IIFL CAPITAL ENHANCER FUND SERIES 1-DIRECT PLAN-DIVIDEND PAYOUT,9.9235 
IIFL CAPITAL ENHANCER FUND SERIES 1-DIRECT PLAN-GROWTH,10.4201 
IIFL CAPITAL ENHANCER FUND SERIES 1-REGULAR PLAN-DIVIDEND PAYOUT,9.9048 
IIFL CAPITAL ENHANCER FUND SERIES 1-REGULAR PLAN-GROWTH,10.2799 
Kotak Monthly Interval Plan Series 4-Direct Plan- Dividend Reinvestment,10.0087785 
Kotak Monthly Interval Plan Series 4-Direct Plan- Growth,0.0001 
Kotak Monthly Interval Plan Series 4-Regular Plan- Dividend Reinvestment,10.00871954 
Kotak Monthly Interval Plan Series 4-Regular Plan- Growth,10.07183073 
Kotak Quarterly Interval Plan Series 12-Direct Plan-Growth,10.40029408 
Kotak Quarterly Interval Plan Series 12-Regular Plan-Dividend Payout,10.018167 
Kotak Quarterly Interval Plan Series 12-Regular Plan-Growth,10.39494886 
Kotak Quarterly Interval Plan Series13- Direct Plan- Dividend Payout,10.0036 
Kotak Quarterly Interval Plan Series13- Direct Plan- Growth,10.1855 
Kotak Quarterly Interval Plan Series13- Regular Plan- Dividend Payout,10.0029 
Kotak Quarterly Interval Plan Series13- Regular Plan- Growth,10.1862 
Nippon India Annual Interval Fund - Series I - Direct Plan Growth Plan - Growth,23.4870 
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - IDCW Option,10.9216 
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - RETAIL Plan - IDCW Option,10.9088 
Nippon India Interval Fund Annual Interval Fund Series-I- Growth Option,23.2585 
Nippon India Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option,31.3282 
Nippon India Interval Fund V - Series 2 - Direct Plan - Dividend Payout Option,10.0000 
Nippon India Interval Fund V - Series 2 - Direct Plan - Growth Option,10.8556 
Nippon India Interval Fund V - Series 2 - Dividend Payout Option,10.0001 
Nippon India Interval Fund V - Series 2 - Growth Option,10.8332 
Nippon India Interval Fund V- Series 1- Direct Plan- Dividend Option,10.0000 
Nippon India Interval Fund V- Series 1- Direct Plan-Growth Option,10.8758 
Nippon India Interval Fund V- Series 1- Dividend Option,10.0000 
Nippon India Interval Fund V- Series 1- Growth Option,10.8539 
Nippon India Interval Fund-Monthly Interval Fund-Series-I- Growth Option,29.4911 
Nippon India Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option,10.0033 
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - Direct Plan - IDCW Option,10.0002 
Nippon India Monthly Interval Fund - Series I - Direct Plan Growth Plan - Growth,29.8219 
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - IDCW Option,10.0033 
Nippon India Interval Fund-Monthly Interval Fund-Series-II -Growth Option,29.2810 
Nippon India Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Dividend Option,10.0291 
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option,10.0258 
Nippon India Monthly Interval Fund - Series II - Direct Plan Growth Plan - Growth,29.7704 
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - IDCW Option,10.0224 
Nippon India Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option,10.0304 
Nippon India Interval Fund-Quarterly Interval Fund Series-II-Growth Option,31.1683 
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option,10.9537 
Nippon India Quarterly Interval Fund - Series II - Direct Plan Growth Plan - Growth,31.6100 
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - IDCW Option,10.9290 
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - Direct Plan - IDCW Option,10.0212 
Nippon India Interval Fund - Quarterly Plan - Series I - Direct Plan Growth Plan - Growth,30.3047 
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - IDCW Option,10.8901 
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - INSTITUTIONAL IDCW Option,10.8798 
Nippon India Interval Fund-Quarterly Interval Fund-Series-I - Growth Option,29.7958 
Nippon India Interval Fund-Quarterly Interval Fund-Series-III- Growth Option,30.1168 
Nippon India Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option,17.9330 
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - Direct Plan - IDCW Option,10.9903 
Nippon India Quarterly Interval Fund - Series III - Direct Plan Growth Plan - Growth,18.5441 
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - IDCW Option,10.9323 
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - INSTITUTIONAL IDCW Option,10.9457 
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Dividend Plan - Dividend Option,10.0000 
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Growth Plan - Growth Option,18.4492 
Nippon India Yearly Interval Fund - Series 1 - Dividend Plan - Dividend Option,10.0000 
Nippon India Yearly Interval Fund - Series 1 - Growth Plan - Growth Option,18.3223 
Reliance Interval Fund -IV -Series 2 - Direct Plan - Dividend Payout Option,12.9909 
Reliance Interval Fund -IV -Series 2 - Direct Plan - Growth Option,12.9909 
Reliance Interval Fund -IV -Series 2 - Dividend Payout Option,12.721 
Reliance Interval Fund -IV -Series 2 - Growth Option,12.721 
Reliance Interval Fund IV- Series 3- Direct Plan-Dividend Payout Option,12.6668 
Reliance Interval Fund IV- Series 3- Direct Plan-Growth option,12.6668 
Reliance Interval Fund IV- Series 3- Dividend Payout Option,12.4325 
Reliance Interval Fund IV- Series 3- Growth option,12.4325 
BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan Growth,17.81 
BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan IDCW,17.81 
BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan Growth,17.17 
BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan IDCW,17.17 
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan Growth,21.15 
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan IDCW,21.15 
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan Growth,20.27 
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan IDCW,20.28 
ICICI Prudential Long Term Wealth Enhancement Fund - Cumulative Option,18.01 
ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan Cumulative Option,18.64 
ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan IDCW Option,18.64 
ICICI Prudential Long Term Wealth Enhancement Fund - IDCW Option,18.00 
ICICI Prudential R.I.G.H.T. Fund Dividend,22.73 
ICICI Prudential R.I.G.H.T. Fund Growth,39.09 
Reliance Equity Linked Saving Fund - Series I - Dividend Plan,32.0820 
Reliance Equity Linked Saving Fund - Series I - Growth Plan,32.0820 
SBI LONG TERM ADVANTAGE FUND - SERIES I - DIRECT PLAN - GROWTH,27.9509 
SBI Long Term Advantage Fund - Series I - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),23.5587 
SBI LONG TERM ADVANTAGE FUND - SERIES I - REGULAR PLAN - GROWTH,27.0864 
SBI Long Term Advantage Fund - Series I - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.8070 
SBI LONG TERM ADVANTAGE FUND - SERIES II - DIRECT PLAN - GROWTH,29.1939 
SBI Long Term Advantage Fund - Series II - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),24.7061 
SBI LONG TERM ADVANTAGE FUND - SERIES II - REGULAR PLAN - GROWTH,28.3005 
SBI Long Term Advantage Fund - Series II - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),23.9318 
SBI Long Term Advantage Fund - Series III - Direct Plan - Growth,29.5403 
SBI Long Term Advantage Fund - Series III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),24.8960 
SBI Long Term Advantage Fund - Series III - Regular Plan - Growth,27.9433 
SBI Long Term Advantage Fund - Series III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),23.6613 
SBI Long Term Advantage Fund - Series IV - Direct Plan - Growth,33.2276 
SBI Long Term Advantage Fund - Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),28.1944 
SBI Long Term Advantage Fund - Series IV - Regular Plan - Growth,31.9577 
SBI Long Term Advantage Fund - Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),27.0745 
SBI Long Term Advantage Fund - Series V - Direct Plan - Growth,17.8655 
SBI Long Term Advantage Fund - Series V - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),17.8661 
SBI Long Term Advantage Fund - Series V - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),17.3201 
SBI Long Term Advantage Fund Series V - Regular Plan - Growth,17.3279 
SBI Long Term Advantage Fund - Series VI - Direct Plan - Growth,19.7982 
SBI Long Term Advantage Fund - Series VI - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),19.7814 
SBI Long Term Advantage Fund - Series VI - Regular Plan - Growth,19.2082 
SBI Long Term Advantage Fund - Series VI - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),19.2123 
SBI TAX ADVANTAGE FUND - SERIES II - GROWTH,79.8534 
SBI Tax Advantage Fund-Series- II - Income Distribution cum Capital Withdrawal Option (IDCW),58.7332 
SBI Tax Advantage Fund - Series III - Direct Plan - Growth Option,66.6509 
SBI Tax Advantage Fund - Series III - Regular Plan - Growth,64.2223 
SBI Tax Advantage Fund-Series- III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),53.0815 
SBI Tax Advantage Fund-Series- III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),51.1017 
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Growth,21.9055 
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),20.1765 
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Growth,21.3566 
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),19.6526 
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Growth,18.8485 
